Legal Name,Borough,Permit Expiration,Status,Age Range,Maximum Capacity,Child Care Type,Date Permitted,Current Date,Years in operations,Violation Rate Percent,Total Educational Workers,Public Health Hazard Violation Rate,Critical Violation Rate,Inspection Date,Regulation Summary,Violation Category,Violation Status,Inspection Summary Result
"SMART STARS ACADEMY, LTD.",BROOKLYN,6/19/23,Permitted,2 YEARS - 5 YEARS,69,Child Care - Pre School,6/19/13,4/17/22,8,60,6,0,60,3/1/22,At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.,CRITICAL,OPEN,Initial Annual Inspection - Reinspection Required
URBAN CONCEPTS OF NY ROUND THE CLOCK NURSERY INC-PRESCHOOL,MANHATTAN,5/6/22,Permitted,2 YEARS - 5 YEARS,58,Child Care - Pre School,5/6/14,4/17/22,7,0,11,0,0,2/10/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection
ROGERS' DAY CARE INC.,BROOKLYN,11/12/22,Permitted,2 YEARS - 5 YEARS,51,Child Care - Pre School,11/12/04,4/17/22,17,28.5714,10,0,28.5714,3/9/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
BROOKLYN ELITE CENTER INC.,BROOKLYN,12/30/23,Permitted,2 YEARS - 5 YEARS,72,Child Care - Pre School,12/30/15,4/17/22,6,0,8,0,0,1/5/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,STATEN ISLAND,9/15/19,Expired-In Renewal,0 YEARS - 16 YEARS,204,Camp,7/1/13,4/17/22,8,0,0,0,0,3/16/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
ATERES MORDECHAI,QUEENS,3/28/24,Permitted,2 YEARS - 5 YEARS,12,Child Care - Pre School,3/28/18,4/17/22,4,0,7,0,0,3/3/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"THE EAST CHELSEA CHILDRENS WORKSHOP, INC.",MANHATTAN,7/15/23,Permitted,2 YEARS - 5 YEARS,29,Child Care - Pre School,3/2/03,4/17/22,19,50,8,0,50,2/10/22,Fire extinguishers observed Not to be inspected or maintained at time of inspection.,CRITICAL,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
MetroKids Cradle (South End) Inc.,MANHATTAN,12/4/22,Permitted,2 YEARS - 5 YEARS,231,Child Care - Pre School,12/4/18,4/17/22,3,20,10,0,20,2/16/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"THE LUTHERAN CHURCH OF OUR SAVIOR, INC.",QUEENS,6/25/22,Permitted,2 YEARS - 5 YEARS,45,Child Care - Pre School,6/22/04,4/17/22,17,0,9,0,0,3/1/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"601 AMSTERDAM AVENUE CLUB, LLC",MANHATTAN,5/29/22,Permitted,2 YEARS - 5 YEARS,29,Child Care - Pre School,5/29/14,4/17/22,7,0,8,0,0,1/19/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
BRONX BAPTIST CHURCH,BRONX,4/30/22,Permitted,2 YEARS - 5 YEARS,55,Child Care - Pre School,1/27/04,4/17/22,18,20,3,0,20,2/10/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
BRIGHT HORIZONS CHILDREN'S CENTER LLC.,BROOKLYN,8/8/23,Permitted,2 YEARS - 5 YEARS,89,Child Care - Pre School,8/8/13,4/17/22,8,16.6667,7,0,16.6667,3/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"HONEYPOT DAYCARE CENTER , INC.",QUEENS,11/7/21,Expired-In Renewal,2 YEARS - 5 YEARS,90,Child Care - Pre School,11/7/11,4/17/22,10,66.6667,8,0,66.6667,2/9/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
KIDZ WORLD EARLY CHILDHOOD CENTER INC,QUEENS,4/4/23,Permitted,2 YEARS - 5 YEARS,36,Child Care - Pre School,4/4/17,4/17/22,5,0,4,0,0,1/13/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
TEMPLE SHAARAY TEFILA,MANHATTAN,9/15/22,Permitted,2 YEARS - 5 YEARS,128,Child Care - Pre School,7/17/02,4/17/22,19,0,24,0,0,3/22/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"READY, SET, GROW! CHILD CARE CENTER, L.L.C",QUEENS,3/28/23,Permitted,0 YEARS - 2 YEARS,8,Child Care - Infants/Toddlers,3/28/11,4/17/22,11,33.3333,4,0,33.3333,3/10/22,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CRITICAL,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
BLOCK INSTITUTE SCHOOL,BROOKLYN,1/28/22,Expired-In Renewal,2 YEARS - 5 YEARS,208,Child Care - Pre School,11/9/04,4/17/22,17,25,62,0,25,3/15/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
FAIRYTALE DAY CARE INC.,QUEENS,10/27/23,Permitted,2 YEARS - 5 YEARS,121,Child Care - Pre School,10/27/21,4/17/22,0,0,12,0,0,2/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
BRAINIAC BABIES LLC,BRONX,2/14/24,Permitted,2 YEARS - 5 YEARS,59,Child Care - Pre School,2/14/20,4/17/22,2,66.6667,2,33.3333,33.3333,2/9/22,Child care service/camp fails to comply with an Order of the Board or Commissioner of Health and Mental Hygiene.,PUBLIC HEALTH HAZARD,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"BROOKLYN CHINESE-AMERICAN ASSOCIATION,INC.",BROOKLYN,7/18/23,Permitted,2 YEARS - 5 YEARS,72,Child Care - Pre School,7/18/13,4/17/22,8,0,12,0,0,3/4/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"UNION SETTLEMENT ASSOCIATION, INC",MANHATTAN,11/28/22,Permitted,2 YEARS - 5 YEARS,125,Child Care - Pre School,11/28/12,4/17/22,9,16.6667,7,16.6667,16.6667,3/17/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
A CHILD'S PLACE NURSERY,QUEENS,3/25/23,Permitted,0 YEARS - 2 YEARS,30,Child Care - Infants/Toddlers,3/14/05,4/17/22,17,20,5,20,20,2/24/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"CANDY KID'S DAY CARE CENTER, LLC",BROOKLYN,9/29/23,Permitted,2 YEARS - 5 YEARS,65,Child Care - Pre School,9/29/05,4/17/22,16,20,14,0,20,2/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"GREEN IVY BATTERY PARK, LLC",MANHATTAN,1/24/24,Permitted,2 YEARS - 5 YEARS,60,Child Care - Pre School,1/24/14,4/17/22,8,20,12,0,20,2/8/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"LEXINGTON CHILDREN'S CENTER, INC.",MANHATTAN,4/7/23,Permitted,2 YEARS - 5 YEARS,45,Child Care - Pre School,12/1/04,4/17/22,17,25,3,0,25,2/9/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"THE CHILDREN'S CENTER AT SUNY BROOKLYN, INC.",BROOKLYN,7/5/23,Permitted,2 YEARS - 5 YEARS,42,Child Care - Pre School,5/8/03,4/17/22,18,33.3333,6,16.6667,16.6667,3/10/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
ALPHAWIT MT LLC,MANHATTAN,6/28/23,Permitted,2 YEARS - 5 YEARS,92,Child Care - Pre School,6/28/21,4/17/22,0,0,2,0,0,3/10/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"VICTORIA CHILDREN'S GROUP, INC.",MANHATTAN,10/28/23,Permitted,2 YEARS - 5 YEARS,54,Child Care - Pre School,10/28/11,4/17/22,10,0,4,0,0,2/8/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"ELITE MINDS, INC.",BROOKLYN,5/3/22,Permitted,2 YEARS - 5 YEARS,35,Child Care - Pre School,5/3/18,4/17/22,3,28.5714,6,0,28.5714,3/2/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
YALDAI CHAIM INC,BROOKLYN,11/15/22,Permitted,0 YEARS - 2 YEARS,25,Child Care - Infants/Toddlers,11/15/18,4/17/22,3,42.8571,4,28.5714,28.5714,2/3/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
ECOLE INTERNATIONALE DE NEW YORK LLC,MANHATTAN,3/29/23,Permitted,0 YEARS - 2 YEARS,12,Child Care - Infants/Toddlers,3/29/21,4/17/22,1,0,2,0,0,3/4/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
YESHIVA KEHILATH YAKOV,BROOKLYN,9/21/22,Permitted,2 YEARS - 5 YEARS,233,Child Care - Pre School,9/21/10,4/17/22,11,33.3333,38,16.6667,16.6667,3/9/22,Child care service/camp fails to comply with an Order of the Board or Commissioner of Health and Mental Hygiene.,PUBLIC HEALTH HAZARD,OPEN,Initial Annual Inspection - Reinspection Required
HIGH DEFINITION KIDS DAY CARE CENTER LLC,BROOKLYN,5/31/21,Expired-In Renewal,2 YEARS - 5 YEARS,60,Child Care - Pre School,5/31/19,4/17/22,2,40,7,20,20,1/21/22,Child care service/camp fails to comply with an Order of the Board or Commissioner of Health and Mental Hygiene.,PUBLIC HEALTH HAZARD,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
"Nurtury Center, Inc.",BROOKLYN,11/26/23,Permitted,2 YEARS - 5 YEARS,39,Child Care - Pre School,11/26/21,4/17/22,0,0,2,0,0,3/3/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
TRILOK FUSION ARTS INC,BROOKLYN,2/24/23,Permitted,2 YEARS - 5 YEARS,59,Child Care - Pre School,2/24/11,4/17/22,11,33.3333,8,0,33.3333,3/8/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"NEW U UNIVERSE, INC.",STATEN ISLAND,8/1/23,Permitted,2 YEARS - 5 YEARS,39,Child Care - Pre School,8/1/19,4/17/22,2,25,7,25,0,4/1/22,Child care service/camp fails to comply with an Order of the Board or Commissioner of Health and Mental Hygiene.,PUBLIC HEALTH HAZARD,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending
"NORTHERN MANHATTAN PERINATAL PARTNERSHIP, INC.",MANHATTAN,9/10/22,Permitted,2 YEARS - 5 YEARS,91,Child Care - Pre School,9/10/08,4/17/22,13,0,15,0,0,3/17/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"ASSOCIATION FOR THE HELP OF RETARDED CHILDREN, INC.",BROOKLYN,9/27/22,Permitted,2 YEARS - 5 YEARS,205,Child Care - Pre School,2/6/92,4/17/22,30,0,61,0,0,3/23/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
LITTLE EINSTEINS OF CANARSIE LLC,BROOKLYN,1/29/23,Permitted,2 YEARS - 5 YEARS,100,Child Care - Pre School,1/29/15,4/17/22,7,0,8,0,0,3/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT D.C.C.,INC.",QUEENS,9/15/22,Permitted,2 YEARS - 5 YEARS,240,Child Care - Pre School,9/15/10,4/17/22,11,0,16,0,0,3/1/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"STEPPING STONE DAY SCHOOL, INC.",BRONX,4/27/23,Permitted,2 YEARS - 5 YEARS,186,Child Care - Pre School,4/27/07,4/17/22,14,33.3333,52,0,33.3333,3/25/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
KID KRAZY EARLY CHILDHOOD DEVELOPMENT CENTER ANNEX II,QUEENS,7/21/22,Permitted,2 YEARS - 5 YEARS,25,Child Care - Pre School,12/16/03,4/17/22,18,0,7,0,0,1/19/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
STAR AMERICA INC.,QUEENS,3/16/23,Permitted,2 YEARS - 5 YEARS,90,Child Care - Pre School,3/15/05,4/17/22,17,40,8,0,40,1/27/22,"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.",GENERAL,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending
TREASURE ISLAND,BROOKLYN,9/9/22,Permitted,2 YEARS - 5 YEARS,77,Child Care - Pre School,9/9/08,4/17/22,13,0,24,0,0,2/2/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Not Required
LEPORT BROOKLYN LLC,BROOKLYN,12/2/22,Permitted,2 YEARS - 5 YEARS,102,Child Care - Pre School,12/2/16,4/17/22,5,42.8571,8,28.5714,28.5714,3/1/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
AMY'S KIDDIE DAY CARE CENTER LLC,BROOKLYN,11/26/22,Permitted,2 YEARS - 5 YEARS,44,Child Care - Pre School,11/26/08,4/17/22,13,50,6,0,50,3/15/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
Baby Steps Day Care Center Inc,QUEENS,9/13/22,Permitted,2 YEARS - 5 YEARS,36,Child Care - Pre School,9/13/16,4/17/22,5,20,10,20,20,1/3/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
HAPPY  BEES DAY CARE,QUEENS,3/31/24,Permitted,0 YEARS - 2 YEARS,33,Child Care - Infants/Toddlers,3/31/14,4/17/22,8,0,5,0,0,2/18/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"IVY UNITED USA, INC.",QUEENS,7/6/23,Permitted,2 YEARS - 5 YEARS,166,Child Care - Pre School,7/6/15,4/17/22,6,0,27,0,0,1/19/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations
"SETON FOUNDATION FOR LEARNING,INC.",STATEN ISLAND,9/9/22,Permitted,2 YEARS - 5 YEARS,64,Child Care - Pre School,9/9/08,4/17/22,13,16.6667,18,0,16.6667,2/17/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"BWY, INC.",QUEENS,10/8/22,Permitted,2 YEARS - 5 YEARS,155,Child Care - Pre School,10/9/08,4/17/22,13,20,16,0,20,3/17/22,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,GENERAL,OPEN,Initial Annual Inspection - Reinspection Not Required
Pantomima Theatre Based Care For Kids Inc,BROOKLYN,11/12/23,Permitted,2 YEARS - 5 YEARS,43,Child Care - Pre School,11/12/19,4/17/22,2,66.6667,9,0,66.6667,1/21/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"ISLANDER'S KIDS, INC.",STATEN ISLAND,1/16/23,Permitted,2 YEARS - 5 YEARS,75,Child Care - Pre School,1/16/05,4/17/22,17,0,7,0,0,2/11/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
LITTLE BELL CHILDCARE CORP.,BROOKLYN,1/29/23,Permitted,2 YEARS - 5 YEARS,94,Child Care - Pre School,1/29/13,4/17/22,9,16.6667,16,0,16.6667,2/9/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
"WORLD OF WONDERS, INC.",BROOKLYN,7/16/22,Permitted,2 YEARS - 5 YEARS,16,Child Care - Pre School,7/16/20,4/17/22,1,0,3,0,0,1/19/22,There were no new violations observed at the time of this inspection/visit.,No violation,N/A,Initial Annual Inspection - Passed inspection with no violations
